method,rank,query_artist,query_song,query_genre,match_artist,match_song,match_genre,score,hit
TF-IDF cosine,2,The Black Keys,No Fun,blues,The Presets,Kicking And Screaming,electronic,0.36214574970551544,False
TF-IDF cosine,1,The Black Keys,Stack Shot Billy,blues,Suicidal Tendencies,I Shot The Devil,punk,0.36147734078795424,False
TF-IDF cosine,2,The Black Keys,Stack Shot Billy,blues,Neil Young,Down By The River [Live At Massey Hall 1971],folk,0.35419207149381526,False
TF-IDF cosine,1,The Black Keys,Ten Cent Pistol,blues,Tracy Byrd,Right About Now,country,0.32158587540592637,False
TF-IDF cosine,2,The Black Keys,Ten Cent Pistol,blues,Alabama,Lady Down On Love,country,0.3038406508648337,False
TF-IDF cosine,1,The Black Keys,The Flame,blues,ERIC SARDINAS,Flames of Love,blues,0.4074026792725457,True
TF-IDF cosine,2,The Black Keys,The Flame,blues,GG Allin,Kissing The Flames,country,0.3945857045872346,False
TF-IDF cosine,1,The Black Keys,These Days,blues,The Brand New Heavies,Last to Know,jazz,0.3273610145068826,False
TF-IDF cosine,2,The Black Keys,These Days,blues,Rich Mullins,The Howling,folk,0.3222286435427447,False
TF-IDF cosine,1,The Black Keys,When The Lights Go Out,blues,Regina Belle,Just Don't Want To Be Lonely,r&b/soul,0.33483532495307416,False
TF-IDF cosine,2,The Black Keys,When The Lights Go Out,blues,Chemlab,Force Quit,rock,0.2912415674337765,False
TF-IDF cosine,1,The Black Keys,Have Love Will Travel,blues,The Dells,I Miss You,r&b/soul,0.4311475064344073,False
TF-IDF cosine,2,The Black Keys,Have Love Will Travel,blues,Shania Twain,I'm Not In The Mood (To Say No)!,country,0.3818669976174173,False
TF-IDF cosine,1,Ray Charles,C.C. Rider,blues,Duran Duran,All Along The Water,pop,0.3406363422886934,False
TF-IDF cosine,2,Ray Charles,C.C. Rider,blues,Fats Domino,Careless Love,blues,0.3262360448926654,True
TF-IDF cosine,1,Ray Charles,I Got a Woman,blues,Gary Moore,Only Fool In Town (2002 Digital Remaster),blues,0.4316836006551532,True
TF-IDF cosine,2,Ray Charles,I Got a Woman,blues,The Fabulous Thunderbirds,Full-Time Lover,blues,0.3798647058354821,True
TF-IDF cosine,1,Ray Charles,The Sun's Gonna Shine Again,blues,Hayseed Dixie,Black Dog,country,0.3357026124527507,False
TF-IDF cosine,2,Ray Charles,The Sun's Gonna Shine Again,blues,Simian Mobile Disco,I BELIEVE,electronic,0.33230887210274873,False
TF-IDF cosine,1,Ray Charles,Losing Hand,blues,Keith Sweat,Caught Up,r&b/soul,0.32916984909027497,False
TF-IDF cosine,2,Ray Charles,Losing Hand,blues,The Emotions,I Don't Wanna Lose Your Love,r&b/soul,0.3111146676583439,False
TF-IDF cosine,1,Blake Shelton,Nobody But Me (Album Version),blues,Adina Howard,Nasty Grind,r&b/soul,0.39344785018069933,False
TF-IDF cosine,2,Blake Shelton,Nobody But Me (Album Version),blues,Tina Dico,Nobody's Man,pop,0.36187800862412023,False
TF-IDF cosine,1,Etta James,A Sunday Kind of Love,blues,Mariah Carey,Sprung,r&b/soul,0.39798701658819735,False
TF-IDF cosine,2,Etta James,A Sunday Kind of Love,blues,T.Rex,London Boys,rock,0.3828997838040731,False
TF-IDF cosine,1,Etta James,I Just Want To Make Love To You,blues,Willie Dixon,I Just Want To Make Love To You,blues,0.7093138579497326,True
TF-IDF cosine,2,Etta James,I Just Want To Make Love To You,blues,Tristan Prettyman,You Got Me,folk,0.38218123753604194,False
TF-IDF cosine,1,Etta James,My Dearest Darling,blues,UB40,Come Back Darling,reggae,0.40762608667286426,False
TF-IDF cosine,2,Etta James,My Dearest Darling,blues,Johnny Nash,Stir It Up,reggae,0.40533145505604423,False
TF-IDF cosine,1,Etta James,W.O.M.A.N.,blues,Bette Midler,I'm A Woman,blues,0.4224368904492077,True
TF-IDF cosine,2,Etta James,W.O.M.A.N.,blues,Nine Inch Nails,The Great Collapse,electronic,0.4136833020132849,False
TF-IDF cosine,1,Eric Clapton,Alberta,blues,Connie Smith,Ain't Had No Lovin',country,0.3984590490215958,False
TF-IDF cosine,2,Eric Clapton,Alberta,blues,Brian McKnight,Been So Long,r&b/soul,0.38161751897302926,False
TF-IDF cosine,1,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Bo Diddley,Before You Accuse Me,blues,0.8294753528199511,True
TF-IDF cosine,2,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Rancid,Up To No Good,reggae,0.339637773720075,False
TF-IDF cosine,1,Eric Clapton,Early In The Morning,blues,Fleetwood Mac,Allow Me One More Show,blues,0.3173628368895968,True
TF-IDF cosine,2,Eric Clapton,Early In The Morning,blues,Townes Van Zandt,If I Needed You,folk,0.30087662406600496,False
TF-IDF cosine,1,Eric Clapton,Floating Bridge,blues,The Allman Brothers Band,Stormy Monday,blues,0.31500095678640416,True
TF-IDF cosine,2,Eric Clapton,Floating Bridge,blues,Anatomy Of A Ghost,Since Yesterday,punk,0.27637727069922613,False
TF-IDF cosine,1,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Robert Johnson,Kindhearted Woman Blues,blues,0.9205114386740807,True
TF-IDF cosine,2,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Ten Years After,Woman Trouble,blues,0.4434468588678242,True
TF-IDF cosine,1,Michael Bublé,That's All (Album Version),classical,S Club,Straight From The Heart,pop,0.3612785856716812,False
TF-IDF cosine,2,Michael Bublé,That's All (Album Version),classical,Webb Pierce,Even Tho',country,0.33789735804776594,False
TF-IDF cosine,1,Josh Groban,America (Revised Live Version),classical,Simon & Garfunkel,America,folk,0.993074251246281,False
TF-IDF cosine,2,Josh Groban,America (Revised Live Version),classical,Leonard Cohen,Death Of A Ladies' Man,folk,0.3623117521888438,False
TF-IDF cosine,1,Josh Groban,Broken Vow (Album Version),classical,G4,Broken Vow,classical,0.9944948253315913,True
TF-IDF cosine,2,Josh Groban,Broken Vow (Album Version),classical,Westlife,More Than Words,pop,0.338546173388738,False
TF-IDF cosine,1,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Paul Potts,Piano (Memory),classical,0.7586782853418741,True
TF-IDF cosine,2,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Lara Fabian,Caruso,classical,0.7360809436011486,True
TF-IDF cosine,1,Josh Groban,Hymne A L'Amour (Album Version),classical,Amandine Bourgeois,L'Homme De La Situation,pop,0.7083673747139937,False
TF-IDF cosine,2,Josh Groban,Hymne A L'Amour (Album Version),classical,Lokua Kanza,A Tes Côtés,folk,0.7005620920030616,False
TF-IDF cosine,1,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,The Waterboys,The Crash Of Angel Wings,rock,0.41016872355538464,False
TF-IDF cosine,2,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,Brooks & Dunn,You're My Angel,country,0.4011534755404811,False
TF-IDF cosine,1,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,SUPREME BEINGS OF LEISURE,Catch Me,electronic,0.36687840564135704,False
TF-IDF cosine,2,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,Charley Pride,Let The Chips Fall,country,0.3474101998169983,False
TF-IDF cosine,1,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Il Divo,Come Primavera,classical,0.7351143383532529,True
TF-IDF cosine,2,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Vinicio Capossela,Il Pugile Sentimentale ( Live ),folk,0.7225305362850328,False
TF-IDF cosine,1,Josh Groban,My Confession (Album Version),classical,Martina McBride,Blessed,country,0.32818288528144307,False
TF-IDF cosine,2,Josh Groban,My Confession (Album Version),classical,Axel Rudi Pell,Beautiful Day,metal,0.32648205098086164,False
TF-IDF cosine,1,Josh Groban,Oceano (Revised Live Version),classical,Bluvertigo,Niente Per Scontato,electronic,0.8322304092818275,False
TF-IDF cosine,2,Josh Groban,Oceano (Revised Live Version),classical,Paul Potts,Mamma,classical,0.8311166699120337,True
TF-IDF cosine,1,Josh Groban,Remember When It Rained (Album Version),classical,Sentidos Opuestos,Oh Na Na Na,latin,0.4217809096262355,False
TF-IDF cosine,2,Josh Groban,Remember When It Rained (Album Version),classical,Kayah,Dla Niego,pop,0.42025374173299673,False
TF-IDF cosine,1,Josh Groban,Remember When It Rained (Revised Live Version),classical,Sentidos Opuestos,Oh Na Na Na,latin,0.4217809096262355,False
TF-IDF cosine,2,Josh Groban,Remember When It Rained (Revised Live Version),classical,Kayah,Dla Niego,pop,0.42025374173299673,False
TF-IDF cosine,1,Josh Groban,Smile,classical,Jonny Lang,My Love Remains,blues,0.4047722432508722,False
TF-IDF cosine,2,Josh Groban,Smile,classical,Gabrielle,Don't Need The Sun To Shine (To Make Me Smile),r&b/soul,0.3109259241429827,False
TF-IDF cosine,1,Josh Groban,Solo Por Ti (Album Version),classical,Puerto Rican Power,Solo Con Un Beso,latin,0.5942838768246879,False
TF-IDF cosine,2,Josh Groban,Solo Por Ti (Album Version),classical,Carlos Baute,En nuestro aniversario,latin,0.5925813477690749,False
TF-IDF cosine,1,Josh Groban,Un Giorno Per Noi (Album Version),classical,Bluvertigo,Niente Per Scontato,electronic,0.754107003853643,False
TF-IDF cosine,2,Josh Groban,Un Giorno Per Noi (Album Version),classical,RyanDan,Dentro Me,classical,0.7428934301459661,True
TF-IDF cosine,1,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,Steve Lukather,Never Ending Nights,rock,0.3079905675189761,False
TF-IDF cosine,2,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,Kenny Loggins,Set It Free,pop,0.30462660615669374,False
TF-IDF cosine,1,Josh Groban,When You Say You Love Me (Album Version),classical,New Order,Bizarre Love Triangle,electronic,0.3415252432583346,False
TF-IDF cosine,2,Josh Groban,When You Say You Love Me (Album Version),classical,Ferry Corsten,It's Time,electronic,0.33564985230548966,False
TF-IDF cosine,1,Josh Groban,You Raise Me Up (Album Version),classical,Russell Watson,You Raise Me Up,classical,0.9984130353078998,True
TF-IDF cosine,2,Josh Groban,You Raise Me Up (Album Version),classical,Katatonia,This Punishment,metal,0.38305360747223294,False
TF-IDF cosine,1,Josh Groban,Believe (Album Version),classical,Andrea Bocelli,I Believe,classical,0.35704130403920237,True
TF-IDF cosine,2,Josh Groban,Believe (Album Version),classical,Jamie Cullum,Where Is Your Heart At?,jazz,0.3311603921864337,False
TF-IDF cosine,1,Johnny Cash,Away In A Manger,classical,Kenny G,Away In A Manger,jazz,0.9729581386973988,False
TF-IDF cosine,2,Johnny Cash,Away In A Manger,classical,Current 93,Raio No Terrasu (Jesus Wept),electronic,0.4343769607501049,False
TF-IDF cosine,1,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,Sergio Cammariere,Oggi,jazz,0.8063033392396602,False
TF-IDF cosine,2,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,Il Divo,La Promesa,classical,0.7630867127253087,True
TF-IDF cosine,1,David Crowder*Band,All Around Me,classical,Lo Fidelity Allstars,Will I Get Out Of Jail,electronic,0.3451370795156781,False
TF-IDF cosine,2,David Crowder*Band,All Around Me,classical,Godsmack,Asleep,folk,0.33851282654245823,False
TF-IDF cosine,1,The Game,Black Opera,classical,Kurupt,Ho's A Housewife,hip hop,0.4948281281469182,False
TF-IDF cosine,2,The Game,Black Opera,classical,Immortal Technique,Crossing the Boundary,hip hop,0.47962279698105464,False
TF-IDF cosine,1,David Bowie,Baal's Hymn,classical,Johnny Cash,A Thing Called Love,country,0.33725074832425367,False
TF-IDF cosine,2,David Bowie,Baal's Hymn,classical,Gang Starr,The Illest Brother,hip hop,0.33125096022519607,False
TF-IDF cosine,1,Il Divo,Adagio,classical,Amici Forever,Adagio,classical,0.9485967275660532,True
TF-IDF cosine,2,Il Divo,Adagio,classical,Gianmaria Testa,Il meglio di te,jazz,0.8174680091975923,False
TF-IDF cosine,1,Il Divo,Adeste Fideles,classical,Paul Potts,O Holy Night,classical,0.5116039351176067,True
TF-IDF cosine,2,Il Divo,Adeste Fideles,classical,School Food Punishment,Flow,pop,0.406379478586352,False
TF-IDF cosine,1,Il Divo,All By Myself (Solo Otra Vez),classical,Gilberto Santa Rosa,Amor Mio No Te Vayas,latin,0.6756686421083888,False
TF-IDF cosine,2,Il Divo,All By Myself (Solo Otra Vez),classical,Genitallica,Otra Vez,latin,0.540504319140318,False
TF-IDF cosine,1,Il Divo,Amazing Grace,classical,Hayley Westenra,Amazing Grace,classical,0.9340011811011579,True
TF-IDF cosine,2,Il Divo,Amazing Grace,classical,Michael McDonald,Peace,r&b/soul,0.35547724710242484,False
TF-IDF cosine,1,Il Divo,Angelina,classical,Violadores del Verso,Cantando,hip hop,0.6268493454940526,False
TF-IDF cosine,2,Il Divo,Angelina,classical,El sueño de Morfeo,Sonrisa especial,latin,0.6068640446098288,False
TF-IDF cosine,1,Il Divo,Ave Maria,classical,Frankie HI-NRG MC,Fili,rock,0.7718412323565419,False
TF-IDF cosine,2,Il Divo,Ave Maria,classical,Vittorio Grigolo,Roma Sogna,classical,0.766914232022596,True
TF-IDF cosine,1,Il Divo,Caruso,classical,Lara Fabian,Caruso,classical,0.9514628332432754,True
TF-IDF cosine,2,Il Divo,Caruso,classical,Sergio Cammariere,La Canzone Dell' Impossibile,jazz,0.7985664860660134,False
TF-IDF cosine,1,Il Divo,Come Primavera,classical,Raf,Passeggeri Distratti,latin,0.7597131133676572,False
TF-IDF cosine,2,Il Divo,Come Primavera,classical,Paul Potts,Tristesse,classical,0.7574706508152329,True
TF-IDF cosine,1,Il Divo,Dentro Un Altro Si,classical,Josh Groban,Oceano (Revised Live Version),classical,0.7487291386000311,True
TF-IDF cosine,2,Il Divo,Dentro Un Altro Si,classical,Le Luci Della Centrale Elettrica,Per combattere l'acne,folk,0.7449116797707365,False
TF-IDF cosine,1,Il Divo,En Aranjuez Con Tu Amor,classical,Amici Forever,Aranjuez Ma Pensee,classical,0.8958770753407821,True
TF-IDF cosine,2,Il Divo,En Aranjuez Con Tu Amor,classical,Loquillo Y Los Trogloditas,Hermanos de sangre (Rulot 05),rock,0.6044984317695127,False
TF-IDF cosine,1,Il Divo,Enamorado,classical,Camila,Alejate De Mi,latin,0.7107875507710657,False
TF-IDF cosine,2,Il Divo,Enamorado,classical,Illya Kuryaki And The Valderramas,Virgen De Riña,hip hop,0.6226048291070386,False
TF-IDF cosine,1,Il Divo,Esisti Dentro Me,classical,Paul Potts,Ognuno Soffre,classical,0.8284388412919859,True
TF-IDF cosine,2,Il Divo,Esisti Dentro Me,classical,Vittorio Grigolo,Se Tu Non Sei Lei,classical,0.7796971778030174,True
TF-IDF cosine,1,Il Divo,Everytime I Look At You,classical,Snog,Playstation Blues,electronic,0.3934998838865976,False
TF-IDF cosine,2,Il Divo,Everytime I Look At You,classical,Delta Goodrem,My Big Mistake,pop,0.3421311232775029,False
TF-IDF cosine,1,Il Divo,Feelings,classical,Bluvertigo,Niente Per Scontato,electronic,0.7086610974628859,False
TF-IDF cosine,2,Il Divo,Feelings,classical,Andrea Bocelli,Semplicemente (Canto Per Te),classical,0.6892520915120307,True
TF-IDF cosine,1,Il Divo,Hallelujah (Aleluya),classical,Grupo Niche,Buenaventura Y Caney,latin,0.7099472325851968,False
TF-IDF cosine,2,Il Divo,Hallelujah (Aleluya),classical,Love Of Lesbian,El ectoplasta,pop,0.6402591632599266,False
TF-IDF cosine,1,Il Divo,Hasta Mi Final,classical,KALIMBA,Llorar duele mas,latin,0.651388284577954,False
TF-IDF cosine,2,Il Divo,Hasta Mi Final,classical,Joe Arroyo,Tal Para Cual,latin,0.6460608867967965,False
TF-IDF cosine,1,Taylor Swift,Crazier,country,Plan B,Love Goes Down,r&b/soul,0.33261700738359573,False
TF-IDF cosine,2,Taylor Swift,Crazier,country,Clint Black,You Made Me Feel,country,0.3210586671651726,True
TF-IDF cosine,1,Taylor Swift,Fifteen,country,Lauryn Hill,Interlude 5,r&b/soul,0.3470938715798651,False
TF-IDF cosine,2,Taylor Swift,Fifteen,country,Gang Starr,The Illest Brother,hip hop,0.3306551767816441,False
TF-IDF cosine,1,Taylor Swift,Change,country,The Cat Empire,Days Like These,reggae,0.3346692350482319,False
TF-IDF cosine,2,Taylor Swift,Change,country,Lauryn Hill,Interlude 5,r&b/soul,0.31848655432494977,False
TF-IDF cosine,1,Toby Keith,You Can't Read My Mind,country,Mutya Buena,Not Your Baby,pop,0.3449416952596124,False
TF-IDF cosine,2,Toby Keith,You Can't Read My Mind,country,Dance Hall Crashers,DHC,reggae,0.3280040591585025,False
TF-IDF cosine,1,Johnny Cash,Man In White,country,Snoop Dogg,Snoopafella (Edited),hip hop,0.3583026038801617,False
TF-IDF cosine,2,Johnny Cash,Man In White,country,Savatage,The Hourglass,metal,0.3491845335086864,False
TF-IDF cosine,1,Rascal Flatts,Holes,country,Violet Indiana,Safe Word,electronic,0.29836589361675714,False
TF-IDF cosine,2,Rascal Flatts,Holes,country,Nick Lowe,Indian Queens,country,0.2801293017790272,True
TF-IDF cosine,1,Sugarland,Baby Girl,country,Barry White,Never Gonna Give You Up,r&b/soul,0.3493052721536808,False
TF-IDF cosine,2,Sugarland,Baby Girl,country,Dusty Springfield,Send It To Me,r&b/soul,0.33644702760734546,False
TF-IDF cosine,1,Billy Currington,Growin' Up Down There,country,Alexandra Burke,Dumb,r&b/soul,0.30267706908576386,False
TF-IDF cosine,2,Billy Currington,Growin' Up Down There,country,Confederate Railroad,Summer In Dixie (Remastered Album Version),country,0.2995683872052705,True
TF-IDF cosine,1,Billy Currington,Hangin' Around,country,Blacklisted,Wish,metal,0.34300327061903746,False
TF-IDF cosine,2,Billy Currington,Hangin' Around,country,The Coral,I Forgot My Name,jazz,0.31480246372992504,False
TF-IDF cosine,1,Billy Currington,Here I Am,country,Remy Shand,Looking Back On Vanity,r&b/soul,0.3370294899017328,False
TF-IDF cosine,2,Billy Currington,Here I Am,country,Houston,Twizala,r&b/soul,0.2933864906158084,False
TF-IDF cosine,1,Billy Currington,She's Got A Way With Me,country,Clint Black,Half The Man,country,0.45421533006061193,True
TF-IDF cosine,2,Billy Currington,She's Got A Way With Me,country,Barry White,Never Gonna Give You Up,r&b/soul,0.38744362631894685,False
TF-IDF cosine,1,Billy Currington,That's How Country Boys Roll,country,Lyle Lovett,North Dakota,country,0.3092469605338193,True
TF-IDF cosine,2,Billy Currington,That's How Country Boys Roll,country,Alabama,Roll On (Eighteen Wheeler),country,0.3085390899218823,True
TF-IDF cosine,1,Billy Currington,Where The Girls Are,country,Cyndi Lauper,Girls Just Want To Have Fun,pop,0.33926047013349797,False
TF-IDF cosine,2,Billy Currington,Where The Girls Are,country,Greg Laswell,Girls Just Want To Have Fun (Demo),folk,0.33177905151394244,False
TF-IDF cosine,1,Johnny Cash,Daddy Sang Bass,country,Cross Canadian Ragweed,Lawrence,country,0.4112183181366746,True
TF-IDF cosine,2,Johnny Cash,Daddy Sang Bass,country,Merle Haggard,Daddy Frank,country,0.3757294420746339,True
TF-IDF cosine,1,Johnny Cash,I Don't Know Where I'm Bound,country,Louis Logic,Dos Factotum,jazz,0.3095648750208025,False
TF-IDF cosine,2,Johnny Cash,I Don't Know Where I'm Bound,country,Soulfly,One Nation (Album Version),metal,0.29681916430823546,False
TF-IDF cosine,1,Johnny Cash,I Was There When It Happened,country,Nothingface,Villains (Full-Length),metal,0.3509954489749916,False
TF-IDF cosine,2,Johnny Cash,I Was There When It Happened,country,Iron Maiden,Lord Of The Flies (Live In Dortmund),metal,0.2907733091809872,False
TF-IDF cosine,1,Johnny Cash,The Big Battle,country,Esham,Killin' Spree,hip hop,0.32976829782724043,False
TF-IDF cosine,2,Johnny Cash,The Big Battle,country,Gang Starr,The Illest Brother,hip hop,0.32385036717896515,False
TF-IDF cosine,1,Johnny Cash,A Thing Called Love,country,Billy Currington,She's Got A Way With Me,country,0.354376395522006,True
TF-IDF cosine,2,Johnny Cash,A Thing Called Love,country,David Bowie,Baal's Hymn,classical,0.33725074832425367,False
TF-IDF cosine,1,Johnny Cash,You Dreamer You,country,Joe Bonamassa,Asking Around For You,blues,0.4042444585166718,False
TF-IDF cosine,2,Johnny Cash,You Dreamer You,country,Gatsbys American Dream,Just Like Heaven,rock,0.347002906243515,False
TF-IDF cosine,1,Johnny Cash,I Walk The Line,country,Demi Lovato,Until You're Mine,pop,0.3156989401110696,False
TF-IDF cosine,2,Johnny Cash,I Walk The Line,country,Tony Bennett,Close Your Eyes,jazz,0.31375189303108075,False
TF-IDF cosine,1,Johnny Cash,Life's Railway To Heaven,country,Disgorge,Parallels Of Infinite Torture,metal,0.330557102830503,False
TF-IDF cosine,2,Johnny Cash,Life's Railway To Heaven,country,Flipsyde,Angel,hip hop,0.31887852130213556,False
TF-IDF cosine,1,Darius Rucker,If I Had Wings,country,Jazzamor,fly,electronic,0.34559192253602017,False
TF-IDF cosine,2,Darius Rucker,If I Had Wings,country,Percy Sledge,My Special Prayer,r&b/soul,0.31082275711930324,False
TF-IDF cosine,1,Luke Bryan,Pray About Everything,country,Curtis Mayfield,Don't Worry (ReMastered),r&b/soul,0.3493913366133375,False
TF-IDF cosine,2,Luke Bryan,Pray About Everything,country,Carolyn Dawn Johnson,One Day Closer to You,country,0.33687333796764446,True
TF-IDF cosine,1,Keith Urban,Your Everything,country,Paul Potts,La Prima Volta (First Time Ever I Saw Your Face),classical,0.3624453522949435,False
TF-IDF cosine,2,Keith Urban,Your Everything,country,Maximilian Hecker,Snow,classical,0.3047686809272128,False
TF-IDF cosine,1,Toby Keith,A Little Too Late,country,Little Walter,Too Late,blues,0.3983121036026519,False
TF-IDF cosine,2,Toby Keith,A Little Too Late,country,The Quireboys,Misled,rock,0.3336761038888032,False
TF-IDF cosine,1,Toby Keith,Who's Your Daddy?,country,Chuck Jackson,(You Can't Let The Boy Overpower) The Man In You,r&b/soul,0.3309323173213569,False
TF-IDF cosine,2,Toby Keith,Who's Your Daddy?,country,Keri Noble,Piece Of My Heart,jazz,0.3225624010827808,False
TF-IDF cosine,1,Toby Keith,A Woman's Touch,country,Gentleman,Empress,reggae,0.3442534233266889,False
TF-IDF cosine,2,Toby Keith,A Woman's Touch,country,Amy Winehouse,I Heard Love Is Blind,jazz,0.33272597193334924,False
TF-IDF cosine,1,Toby Keith,Big Ol' Truck,country,Joe Bonamassa,One of these Days,blues,0.30238934623168157,False
TF-IDF cosine,2,Toby Keith,Big Ol' Truck,country,Big Bill Broonzy,Big Bill Blues,blues,0.2967748160654729,False
TF-IDF cosine,1,Toby Keith,Blue Bedroom,country,Nina Simone,After You've Gone (live),jazz,0.336689175178766,False
TF-IDF cosine,2,Toby Keith,Blue Bedroom,country,Jodeci,My Phone,jazz,0.33596935515105525,False
TF-IDF cosine,1,Toby Keith,It's All Good,country,Ledisi,Alright,r&b/soul,0.35845297311222957,False
TF-IDF cosine,2,Toby Keith,It's All Good,country,Yellowcard,Believe,punk,0.33352088838109534,False
TF-IDF cosine,1,Toby Keith,Sweet,country,Mobb Deep,Live Foul,hip hop,0.3660414531419311,False
TF-IDF cosine,2,Toby Keith,Sweet,country,Bone Thugs-N-Harmony,9mm,hip hop,0.3649872429906901,False
TF-IDF cosine,1,Toby Keith,You Shouldn't Kiss Me Like This,country,Louise,One Kiss From Heaven,r&b/soul,0.3451489610124346,False
TF-IDF cosine,2,Toby Keith,You Shouldn't Kiss Me Like This,country,Paris Hilton,Not Leaving Without You (Album Version),pop,0.3437310619937784,False
TF-IDF cosine,1,Sara Evans,A Real Fine Place To Start,country,Shai,Waiting For The Day,r&b/soul,0.3216580999148368,False
TF-IDF cosine,2,Sara Evans,A Real Fine Place To Start,country,Duran Duran,Electric Barbarella (Radio Edit),electronic,0.32074741980256594,False
TF-IDF cosine,1,Kenny Rogers,Endless love,country,Hayley Westenra,My Heart Belongs To You,classical,0.3785731793774883,False
TF-IDF cosine,2,Kenny Rogers,Endless love,country,Dru Hill,Share My World,r&b/soul,0.37057712077378174,False
TF-IDF cosine,1,Blake Shelton,Love Gets In The Way (Album Version),country,Bo Diddley,Diddy Wah Diddy,blues,0.36873062575052656,False
TF-IDF cosine,2,Blake Shelton,Love Gets In The Way (Album Version),country,The Pharcyde,Passin' Me By,hip hop,0.3236772196822073,False
TF-IDF cosine,1,George Strait,I'd Like To Have That One Back,country,Jesse Johnson,I Want My Girl,r&b/soul,0.38453582785011436,False
TF-IDF cosine,2,George Strait,I'd Like To Have That One Back,country,Emanon,She Thinks,hip hop,0.36306026904273475,False
TF-IDF cosine,1,George Strait,Marina Del Rey,country,Mark Wills,She's In Love,country,0.29121966983536146,True
TF-IDF cosine,2,George Strait,Marina Del Rey,country,Gerry Rafferty,The Royal Mile,folk,0.28862618672149526,False
TF-IDF cosine,1,George Strait,Milk Cow Blues,country,Memphis Minnie,Good Morning,blues,0.4130896437194259,False
TF-IDF cosine,2,George Strait,Milk Cow Blues,country,Robben Ford,The Way You Treated Me (You're Gonna Be Sorry),blues,0.4001408400561545,False
TF-IDF cosine,1,Josh Turner,Another Try,country,Boyz II Men,Amazed,r&b/soul,0.354666615737465,False
TF-IDF cosine,2,Josh Turner,Another Try,country,Death In Vegas,Killing Smile,rock,0.3401891672329137,False
TF-IDF cosine,1,Josh Turner,As Fast As I Could,country,Tom Petty,Square One (Album Version),rock,0.34983075338994535,False
TF-IDF cosine,2,Josh Turner,As Fast As I Could,country,Kevon Edmonds,Never Love You,r&b/soul,0.3067185289236374,False
TF-IDF cosine,1,Daft Punk,One More Time / Aerodynamic,electronic,Desmond Dekker,Sweet Music,reggae,0.39088954992364167,False
TF-IDF cosine,2,Daft Punk,One More Time / Aerodynamic,electronic,SUPREME BEINGS OF LEISURE,So Much More,electronic,0.3868385044085079,True
TF-IDF cosine,1,Daft Punk,One More Time (Romanthony's Unplugged),electronic,K-Ci & JoJo,Baby Come Back,blues,0.3739931544578756,False
TF-IDF cosine,2,Daft Punk,One More Time (Romanthony's Unplugged),electronic,The Jacksons,The Hurt,pop,0.3685859555082991,False
TF-IDF cosine,1,Daft Punk,Touch It / Technologic,electronic,Enrique Iglesias,She Be The One,latin,0.3623595611154398,False
TF-IDF cosine,2,Daft Punk,Touch It / Technologic,electronic,MU330,Tune Me Out,reggae,0.32102186236446056,False
TF-IDF cosine,1,Ke$ha,Boots &  Boys,electronic,Cass McCombs,Jonesy Boy,folk,0.36696545409618764,False
TF-IDF cosine,2,Ke$ha,Boots &  Boys,electronic,Ledisi,Joy,r&b/soul,0.32960424008934125,False
TF-IDF cosine,1,Ke$ha,Animal,electronic,Modern English,A Viable Commercial,punk,0.37610505027208124,False
TF-IDF cosine,2,Ke$ha,Animal,electronic,Big Bad Voodoo Daddy,Sleep Tight,jazz,0.3731028592319,False
TF-IDF cosine,1,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Kevin Devine,It's Only Your Life,folk,0.34875260674573405,False
TF-IDF cosine,2,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Yeah Yeah Yeahs,Dudley,rock,0.32576366481315533,False
TF-IDF cosine,1,Owl City,Captains and Cruise Ships,electronic,Katie Melua,faraway voice,jazz,0.3687846857423372,False
TF-IDF cosine,2,Owl City,Captains and Cruise Ships,electronic,The Kovenant,Spaceman,metal,0.33363585016433667,False
TF-IDF cosine,1,Owl City,Designer Skyline,electronic,Emiliana Torrini,Sunny Road,folk,0.3017384485953608,False
TF-IDF cosine,2,Owl City,Designer Skyline,electronic,Incognito,Marrakech,jazz,0.27211132404112975,False
TF-IDF cosine,1,Owl City,Early Birdie,electronic,Lauryn Hill,Adam Lives In Theory,r&b/soul,0.28694103620926437,False
TF-IDF cosine,2,Owl City,Early Birdie,electronic,Atmosphere,Hair,hip hop,0.2858211604601069,False
